GPU,Network,Blocksize,Time,Speedup,Average,Speedup,,,GPU,Network,Speedup,,GPU,Network,Time
k40c,YeastGO_SF,32,1200088,2.016458793,1128008.938,0.939938519,,,,,,,,,
k40c,YeastGO_SF,64,1143115,1.548203812,1128008.938,0.986785177,,,,,,,,,
k40c,YeastGO_SF,96,1068066,1.685662684,1128008.938,1.056122878,,,,,,,,,
k40c,YeastGO_SF,128,1156024,1.535968111,1128008.938,0.97576602,,,,,,,,,
k40c,YeastGO_SF,160,1244303,1.416259545,1128008.938,0.906538791,,,,,,,,,
k40c,YeastGO_SF,192,1074894,1.672644,1128008.938,1.049414117,,,,,,,,,
k40c,YeastGO_SF,224,1086152,1.612212655,1128008.938,1.038536906,,,,,,,,,
k40c,YeastGO_SF,256,1077266,1.674555774,1128008.938,1.047103443,,,,,,,,,
k40c,YeastGO_SF,288,1169470,1.52370219,1128008.938,0.964547135,,,,,,,,,
k40c,YeastGO_SF,320,1129398,1.565919189,1128008.938,0.998770086,,,,,,,,,
k40c,YeastGO_SF,352,1118670,1.553976597,1128008.938,1.008348251,,,,,,,,,
k40c,YeastGO_SF,384,1127594,1.552626211,1128008.938,1.000367985,,,,,,,,,
k40c,YeastGO_SF,416,1108418,1.661571718,1128008.938,1.017674684,,,,,,,,,
k40c,YeastGO_SF,448,1123208,1.649720266,1128008.938,1.004274308,,,,,,,,,
k40c,YeastGO_SF,480,1134400,1.574591855,1128008.938,0.99436613,,,,,,,,,
k40c,YeastGO_SF,512,1087077,1.629684006,1128008.938,1.037653209,,,,,,,,,
