==16844== NVPROF is profiling process 16844, command: ./graphlets ./networks/HumanGO_RW.txt 192
==16844== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==16844== Profiling application: ./graphlets ./networks/HumanGO_RW.txt 192
